iter	Logloss
245	0.1610424704
246	0.160442372
247	0.1596711598
248	0.1582538075
249	0.1576475746
250	0.1569959608
251	0.1565711068
252	0.1560792729
253	0.1552350901
254	0.1543664019
255	0.153745755
256	0.1532751923
257	0.1531287151
258	0.1525080488
259	0.1514681994
260	0.1508137913
261	0.1501311618
262	0.1496214324
263	0.149218103
264	0.1487391757
265	0.1482032917
266	0.1476635837
267	0.1463836488
268	0.1458247692
269	0.1453376238
270	0.1448556441
271	0.1442984953
272	0.1435648057
273	0.1425335416
274	0.1416161631
275	0.1410034662
276	0.1405109263
277	0.1400413659
278	0.1392094589
279	0.1384204238
280	0.1380243836
281	0.1372357095
282	0.1366732494
283	0.1359874016
284	0.1352515749
285	0.1345984944
286	0.1337608912
287	0.1334788917
288	0.1330403787
289	0.1325014326
290	0.1317438284
291	0.1310989306
292	0.1306060657
293	0.1301569135
294	0.1297666703
295	0.1293635214
296	0.128844424
297	0.1279674614
298	0.1272447258
299	0.1268208465
300	0.1263419764
301	0.1259887739
302	0.1255862021
303	0.1248459954
304	0.1244119209
305	0.1240542196
306	0.1232621903
307	0.1225367039
308	0.1220369218
309	0.1210558288
310	0.1206505532
311	0.1198202642
312	0.119024013
313	0.1185759955
314	0.1180968369
315	0.1176853329
316	0.1173427175
317	0.1168391615
318	0.1163491536
319	0.1157712554
320	0.1148641635
321	0.114306327
322	0.1139699744
323	0.1133542899
324	0.113062957
325	0.1126532473
326	0.112163901
327	0.1116902665
328	0.1111543761
329	0.1105728324
330	0.1101125864
331	0.1095877638
332	0.1092069737
333	0.1084971599
334	0.1080024622
335	0.1073250633
336	0.1069866871
337	0.1064296235
338	0.105869991
339	0.1054201126
340	0.104870907
341	0.1044580464
342	0.1040313337
343	0.1034794557
344	0.1029038955
345	0.1024337313
346	0.1018841284
347	0.1014416707
348	0.1011174645
349	0.1005857719
350	0.1002306755
351	0.09976283784
352	0.09947106636
353	0.09920989455
354	0.09855179123
355	0.09819465623
356	0.09771664806
357	0.09718894649
358	0.09680711886
359	0.09630098939
360	0.09595204187
361	0.09562000632
362	0.09529576816
363	0.09488489268
364	0.09447082259
365	0.09421823328
366	0.09384258612
367	0.09322008659
368	0.09287438795
369	0.09227448238
370	0.09170976787
371	0.09140484822
372	0.09098532051
373	0.09065738616
374	0.09005926015
375	0.08962105777
376	0.08928398704
377	0.08889932368
378	0.08861611615
379	0.08826567711
380	0.08770863473
381	0.08725928557
382	0.08688101397
383	0.08655304082
384	0.08626490044
385	0.08571469404
386	0.08538673003
387	0.08498975213
388	0.08467863556
389	0.08424268297
390	0.08391975471
391	0.08342281321
392	0.08283202688
393	0.08231011708
394	0.08212430227
395	0.08179874985
396	0.08143002624
397	0.08118259991
398	0.08100866062
399	0.08050391893
400	0.07987117613
401	0.07966535243
402	0.07938100257
403	0.07902241597
404	0.07866352473
405	0.07798874406
406	0.07761463692
407	0.07734479488
408	0.07712120563
409	0.07677834973
410	0.07646501795
411	0.07608537615
412	0.07559816272
413	0.07524204479
414	0.07494004127
415	0.07467654741
416	0.07434982961
417	0.07389964894
418	0.07358643778
419	0.07319750328
420	0.07290844872
421	0.07276503067
422	0.07246837877
423	0.07220276431
424	0.07185727878
425	0.07151296665
426	0.0712492338
427	0.07089325729
428	0.07064562994
429	0.0703752412
430	0.07013333041
431	0.06982870414
432	0.0694948581
433	0.06917544974
434	0.06895936337
435	0.06863191682
436	0.06842908418
437	0.06808889812
438	0.06779397321
439	0.06752753961
440	0.06720205368
441	0.06672980622
442	0.06638580448
443	0.06611971937
444	0.06584245149
445	0.06555136462
446	0.06532904703
447	0.06498242071
448	0.06467042638
449	0.06441677095
450	0.06405434364
451	0.0637728756
452	0.06343861107
453	0.06324979016
454	0.06297921178
455	0.06262177721
456	0.0623818359
457	0.06215118462
458	0.06194365952
459	0.06164607378
460	0.06114946235
461	0.06094814457
462	0.06060692021
463	0.06028074307
464	0.05999498224
465	0.05983629274
466	0.05944661374
467	0.05919764135
468	0.05883784817
469	0.05861356194
470	0.05836020916
471	0.05814464517
472	0.05790233851
473	0.05765024348
474	0.05738420967
475	0.05709134548
476	0.05680699675
477	0.05654186573
478	0.05632826475
479	0.05608377704
480	0.05585487173
481	0.0555511519
482	0.05531244866
483	0.05502002602
484	0.05465125672
485	0.05433714854
486	0.05413042599
487	0.05387395227
488	0.05371813574
489	0.05338364868
490	0.05312048447
491	0.05291141879
492	0.05267364349
493	0.05249298715
494	0.05218700727
495	0.05199332043
496	0.05178456416
497	0.05157034099
498	0.05136135052
499	0.05119720846
500	0.0510203553
501	0.05074976455
502	0.05045060195
503	0.05021102459
504	0.05000455832
505	0.04980537049
506	0.04960881567
507	0.04948409682
508	0.04930168924
509	0.04909542083
510	0.04882070415
511	0.04859755469
512	0.04837435941
513	0.04822987691
514	0.04806893312
515	0.04789608731
516	0.04763068196
517	0.0474416059
518	0.04729697804
519	0.04712088385
520	0.04690745986
521	0.04673488593
522	0.0465566466
523	0.04638113173
524	0.04618730762
525	0.04600531812
526	0.0458265271
527	0.04566245575
528	0.04555486332
529	0.04538533148
530	0.04519044299
531	0.04495000537
532	0.04473454786
533	0.04456254657
534	0.04440566405
535	0.04427312322
536	0.04407416959
537	0.04392484287
538	0.04371858669
539	0.04348147942
540	0.04335236606
541	0.04324552304
542	0.04309971638
543	0.04295885837
544	0.04285185819
545	0.04259250046
546	0.04243921735
547	0.04220202136
548	0.04210955087
549	0.04193670844
550	0.04166971449
551	0.04151297607
552	0.04137358287
553	0.04117465307
554	0.04103870029
555	0.04083304332
556	0.04063236615
557	0.0404181789
558	0.04031517891
559	0.04017947987
560	0.04004743217
561	0.03985238349
562	0.0397083611
563	0.03956048282
564	0.03944024851
565	0.03927670686
566	0.03904612854
567	0.03890399775
568	0.03870650282
569	0.03857881442
570	0.03844340413
571	0.0382218583
572	0.03808658198
573	0.03793840174
574	0.03782030729
575	0.03768213627
576	0.03751530034
577	0.03738037855
578	0.03726705986
579	0.03711292204
580	0.03692368453
581	0.03679284095
582	0.03667716077
583	0.03653831084
584	0.03643164376
585	0.03622335547
586	0.03609948922
587	0.03595345235
588	0.0358208148
589	0.0357028908
590	0.0355789
591	0.03545902459
592	0.0353592961
593	0.03524372164
594	0.03504805892
595	0.03494377814
596	0.03480581721
597	0.03470601163
598	0.0345538021
599	0.03442209355
600	0.03431310772
601	0.03418610034
602	0.0340813896
603	0.03396974609
604	0.03386624509
605	0.03376030493
606	0.03364361415
607	0.03349431154
608	0.0333663616
609	0.03325452684
610	0.03317335227
611	0.03306245895
612	0.03294517732
613	0.03282018582
614	0.03270454789
615	0.03259267039
616	0.0324884367
617	0.03236819452
618	0.03222919333
619	0.03211043796
620	0.03203016934
621	0.03191085546
622	0.03179321649
623	0.03167677024
624	0.03154722629
625	0.03144134082
626	0.03132801939
627	0.0312302987
628	0.03112820669
629	0.03102531875
630	0.03091856683
631	0.03083292613
632	0.03072480836
633	0.03062591266
634	0.03052662144
635	0.0303760592
636	0.03027844113
637	0.03012029658
638	0.03001531649
639	0.02991225296
640	0.0298088588
641	0.02969046942
642	0.02961010936
643	0.0295302444
644	0.02943386517
645	0.02931865438
646	0.02922794687
647	0.02913674522
648	0.02901645469
649	0.02893403285
650	0.02884273927
651	0.02871921335
652	0.0286319965
653	0.02854891613
654	0.02843661051
655	0.02835768911
656	0.0282501624
657	0.02815109632
658	0.02803708458
659	0.02793392391
660	0.0278486504
661	0.02776167949
662	0.02763023537
663	0.02755150009
664	0.02748513904
665	0.02739520877
666	0.02731250346
667	0.02723320686
668	0.0271367333
669	0.02703888103
670	0.02696303826
671	0.02687606686
672	0.02679068708
673	0.02670588176
674	0.02663169105
675	0.02653661799
676	0.02643463747
677	0.02636385231
678	0.02626340893
679	0.02614375794
680	0.02604458326
681	0.02597163484
682	0.02592061706
683	0.02584422513
684	0.02576498722
685	0.02568980243
686	0.02561043259
687	0.02553612697
688	0.0254626459
689	0.02538978006
690	0.02532235681
691	0.02525016012
692	0.02517360203
693	0.02510619072
694	0.02504250414
695	0.02497586685
696	0.02486678726
697	0.02479920614
698	0.02473391642
699	0.02466018224
700	0.02459758759
701	0.02453287663
702	0.02446704266
703	0.02437844943
704	0.0243139655
705	0.02425741974
706	0.02419477258
707	0.02409488595
708	0.02403395482
709	0.02394809925
710	0.02388347875
711	0.02382695682
712	0.02374326135
713	0.02367444315
714	0.02361304109
715	0.02355258188
716	0.02347175348
717	0.02341001087
718	0.023350438
719	0.02329767292
720	0.02321678161
721	0.02316081433
722	0.02308112959
723	0.02302575913
724	0.02296779755
725	0.02290744004
726	0.02284774515
727	0.02278905601
728	0.02271204495
729	0.02263133035
730	0.02257701076
731	0.02250139057
732	0.0224445186
733	0.02239558399
734	0.02232143497
735	0.02224745303
736	0.02217384003
737	0.02212160495
738	0.02206991177
739	0.0219981042
740	0.02194340039
741	0.02190044905
742	0.02184599993
743	0.02180119456
744	0.02174730367
745	0.02169769479
746	0.0216443623
747	0.02157563941
748	0.02152252236
749	0.02147378987
750	0.02142999114
751	0.02137956547
752	0.02132815397
753	0.02126080191
754	0.02121244072
755	0.02114592004
756	0.02110353105
757	0.02103776302
758	0.02097296767
759	0.02092306906
760	0.02087354969
761	0.02083132086
762	0.02077708485
763	0.02072799642
764	0.02066486691
765	0.02062434823
766	0.02058203705
767	0.02051991913
768	0.02048014132
769	0.02043401689
770	0.02038652991
771	0.02034076226
772	0.02027996693
773	0.0202373469
774	0.02019335941
775	0.02015471694
776	0.02009466319
777	0.0200566595
778	0.02001866719
779	0.01997363624
780	0.01992947278
781	0.01989205407
782	0.01985050035
783	0.01980683865
784	0.01974643212
785	0.0197045653
786	0.01966283583
787	0.01960554789
788	0.01954854287
789	0.01950749818
790	0.01946315169
791	0.01942197437
792	0.01938141689
793	0.01934179291
794	0.01930210216
795	0.01926168838
796	0.01921900573
797	0.01917936178
798	0.01912521402
799	0.0190863279
800	0.01904803609
801	0.01900921045
802	0.01897085001
803	0.01893700371
804	0.01889949464
805	0.01886155762
806	0.01880628479
807	0.01876994159
808	0.01872905305
809	0.01869203783
810	0.0186558815
811	0.01861942493
812	0.01858356469
813	0.01854602978
814	0.01849523591
815	0.01845933729
816	0.01840694663
817	0.01836701704
818	0.0183348441
819	0.01829977
820	0.01824779366
821	0.01821144104
822	0.01817700801
823	0.0181423613
824	0.01810644852
825	0.01807008691
826	0.01803622929
827	0.01800033622
828	0.0179669785
829	0.01791632298
830	0.01787832699
831	0.01784527629
832	0.01781032178
833	0.01777765805
834	0.01774758216
835	0.0177171256
836	0.01768737483
837	0.01763142297
838	0.01759802504
839	0.01756418816
840	0.01752727373
841	0.01749392423
842	0.01746073443
843	0.01743196875
844	0.01740312323
845	0.01737024618
846	0.01734164586
847	0.01730932668
848	0.01728083784
849	0.01725287307
850	0.01722066069
851	0.01718893236
852	0.01715720216
853	0.01712557912
854	0.01709429389
855	0.01706414849
856	0.01703317477
857	0.01700317649
858	0.01697627849
859	0.01694542261
860	0.01691042305
861	0.01688033806
862	0.01685351067
863	0.01682685569
864	0.01679804566
865	0.01676811053
866	0.01673832167
867	0.01670954257
868	0.01668128132
869	0.01665179583
870	0.01662435797
871	0.01659528539
872	0.01656649191
873	0.01654068932
874	0.01651201583
875	0.01648355992
876	0.01645514141
877	0.01643122051
878	0.01640296636
879	0.01637595674
880	0.01634895201
881	0.01632440895
882	0.01629679696
883	0.01626878573
884	0.01624559348
885	0.01621674525
886	0.01618778853
887	0.01616061556
888	0.01613790886
889	0.01611515497
890	0.01609172472
891	0.01606880592
892	0.01604094455
893	0.01601779946
894	0.0159955509
895	0.01596785586
896	0.01594591524
897	0.01592341747
898	0.01589623413
899	0.01587435111
900	0.015852764
901	0.01582608987
902	0.01580426462
903	0.0157783489
904	0.01575202565
905	0.01573105033
906	0.01569453982
907	0.01567345432
908	0.01565277162
909	0.01562672432
910	0.01560285174
911	0.01557766182
912	0.01555438421
913	0.01553091238
914	0.01550142411
915	0.01548161748
916	0.01545833241
917	0.01543578621
918	0.01541242622
919	0.01538773514
920	0.01536354387
921	0.01534066019
922	0.01531796976
923	0.01529443106
924	0.01527254094
925	0.01524855274
926	0.01522409484
927	0.01520014642
928	0.01517213062
929	0.01514373962
930	0.01511569546
931	0.0150933666
932	0.01506533593
933	0.01504197414
934	0.01502088549
935	0.01499799129
936	0.01497015673
937	0.01494913242
938	0.01492613139
939	0.01490347534
940	0.01487911587
941	0.01485805115
942	0.01483106328
943	0.01480393421
944	0.01478216056
945	0.01476109573
946	0.01473907325
947	0.01471688388
948	0.01469478218
949	0.01466828623
950	0.01464398954
951	0.01461991186
952	0.01459438621
953	0.01457227998
954	0.01454659298
955	0.01452511795
956	0.01450346467
957	0.01448035419
958	0.01445746833
959	0.01443253145
960	0.01441153413
961	0.01439037009
962	0.01436951728
963	0.01434741447
964	0.01432252879
965	0.01429387695
966	0.01427159364
967	0.01424988637
968	0.0142252473
969	0.01420507014
970	0.01418291166
971	0.01416316744
972	0.01413868751
973	0.01411861751
974	0.01409703454
975	0.01407570353
976	0.01405169256
977	0.01403191998
978	0.01401054177
979	0.01399093255
980	0.01396761297
981	0.01394640201
982	0.01392713888
983	0.01390752017
984	0.01388679617
985	0.01386339896
986	0.01384035104
987	0.01382116864
988	0.01380045339
989	0.01377761599
990	0.01375845022
991	0.01373177834
992	0.01371230466
993	0.01368649504
994	0.0136598524
995	0.01364211151
996	0.01362497142
997	0.01360784429
998	0.01358179681
999	0.01355638169
